season,player_id,person_id,career_id,name,bats,throws,position,height_in,weight_lb,dob,hometown,status,jersey,team_slug
2025,soxukbzqh2ljzcb2,soxukbzqh2ljzcb2,career:8ec8f9013f797b3a,Tristan Wolf,R,R,RHP,76,200,2001-11-27,"Thornton, CO",Active,13,grandjunctionjackalopes
2025,2kcpx9egaoyfbn7u,2kcpx9egaoyfbn7u,career:1dd1bf4c7dec310d,Isaac Nunez,R,R,IF,73,195,2000-03-15,",",Active,14,grandjunctionjackalopes
2025,muc7w25ah9ircf2c,muc7w25ah9ircf2c,career:77af4620460cdaba,Spence Coffman,R,R,Utility,,,,",",Active,15,grandjunctionjackalopes
2025,7r9wjgt6o2npumqd,7r9wjgt6o2npumqd,career:a5624486b2e21a9a,Aydan Alger,L,L,P,,,2000-11-15,",",Active,16,grandjunctionjackalopes
2025,89apyqwwatcrn5dd,89apyqwwatcrn5dd,career:d7aec194c2ae0797,Diego Aragon,L,R,C,,,,",",Active,17,grandjunctionjackalopes
2025,2u4xf2phg80b66vs,2u4xf2phg80b66vs,career:c86ee17e58c6a6a1,Brock Gillis,R,R,RHP,,,2001-12-05,,Active,18,grandjunctionjackalopes
2025,pezlml2j31qam64n,pezlml2j31qam64n,career:2be0810c33af6215,Branden Blankenship,,,Pitcher,,,2000-03-31,",",Active,19,grandjunctionjackalopes
2025,88yu779st64gr8wr,88yu779st64gr8wr,career:53fdcfa15a4386c4,Mason Longoria,,,Pitcher,,,2001-09-27,",",Active,20,grandjunctionjackalopes
2025,sbjihol4vz7bxam5,sbjihol4vz7bxam5,career:50aec37f4da7a35b,Albert Bobadilla,R,R,P,,,2001-08-07,",",Active,21,grandjunctionjackalopes
2025,2shyypm8lbphq7tr,2shyypm8lbphq7tr,career:1cb7856466695cd1,Alex Pimentel,R,R,OF,74,205,2001-09-15,",",Active,22,grandjunctionjackalopes
2025,vgk1loc7vha1fa4d,vgk1loc7vha1fa4d,career:316508ba798c0080,Jacob McCaskey,R,R,P,,,1999-09-30,",",Active,23,grandjunctionjackalopes
2025,nct6ohn4ufwqil7r,nct6ohn4ufwqil7r,career:49ba5e70011f811a,Evan Scavotto,R,R,Utility,71,200,2001-10-30,",",Active,24,grandjunctionjackalopes
2025,w4vgxbk804ow9q94,w4vgxbk804ow9q94,career:151e920491376dc2,Parker Wakeman,R,R,P,,,2002-01-30,",",Active,26,grandjunctionjackalopes
2025,mm0ayfm0rzue6zkx,mm0ayfm0rzue6zkx,career:b09406f861ee907a,Evan Massie,S,L,P,,,1999-12-26,",",Active,27,grandjunctionjackalopes
2025,yijqqdov35v8m4ka,yijqqdov35v8m4ka,career:88b7a418ac4e4b08,Blake Barquin,R,R,P,,,2003-03-20,",",Active,28,grandjunctionjackalopes
2025,3hvitzojhqveno3s,3hvitzojhqveno3s,career:8424ef6940911ef1,Cale Mathison,R,R,P,,,2001-04-12,",",Active,29,grandjunctionjackalopes
2025,t14w5pq06exoeoeg,t14w5pq06exoeoeg,career:2a333219d3af75e8,Christian Castaneda,R,R,UTL,,,,",",Active,31,grandjunctionjackalopes
2025,0j22pzr1sgageec8,0j22pzr1sgageec8,career:66808b40e8a138ef,Justin Johnson,R,R,3B,,,2000-10-28,",",Inactive,65,grandjunctionjackalopes
2025,m6cisksk1cme7dei,m6cisksk1cme7dei,career:033e0b27c9b3d1ec,Zach Zaborowski,R,R,P,,,2002-07-23,",",Inactive,68,grandjunctionjackalopes
2025,ap1t5pp6fh945hv0,ap1t5pp6fh945hv0,career:07a5f096305e15c3,Will Smith,R,R,P,,,2002-05-20,",",Inactive,69,grandjunctionjackalopes
2025,v4gurtoe3334446u,v4gurtoe3334446u,career:9ba2b28245aa86a9,Phillip Bryant,R,R,P,,,2000-08-22,,Inactive,70,grandjunctionjackalopes
2025,gsivnw8zo931m7jf,gsivnw8zo931m7jf,career:ecd5794bba221a8a,Tai Atkins,L,L,P,,,2001-06-26,",",Inactive,71,grandjunctionjackalopes
2025,zdeuolif435jasvb,zdeuolif435jasvb,career:d3753840575bfc55,Ethan Brown,R,L,P,,,2001-06-16,",",Inactive,72,grandjunctionjackalopes
2025,eudbvlamj8yi43h1,eudbvlamj8yi43h1,career:6d0d1762b86dd594,Ethan Petric,R,R,P,,,2000-06-17,",",Inactive,73,grandjunctionjackalopes
2025,h0ac3nsj0sil1kvm,h0ac3nsj0sil1kvm,career:a0965424df2af36a,Shandon Herrera,R,R,P,,,1998-12-25,",",Inactive,74,grandjunctionjackalopes
2025,40yec40gcla5fyrz,40yec40gcla5fyrz,career:6eaf3483e2877f5e,Joe Cuomo,R,R,P,,,1998-12-01,",",Inactive,77,grandjunctionjackalopes
2025,yd1twq70j8jath72,yd1twq70j8jath72,career:b5a484d2bc3bf34c,Riley Egloff,R,R,P,,,1999-10-19,",",Inactive,78,grandjunctionjackalopes
2025,td3u4b35xms7qt52,td3u4b35xms7qt52,career:5c362529b7f135ad,Justin Silva,R,R,P,,,1999-08-31,",",Inactive,79,grandjunctionjackalopes
2025,78ribchr2324btnu,78ribchr2324btnu,career:f7cf122793a4d823,Jacob Newman,R,R,P,,,2000-08-17,",",Inactive,80,grandjunctionjackalopes
2025,kxhlk761hfdnbx6h,kxhlk761hfdnbx6h,career:6d6a217baab183c8,Coley Kilpatrick,R,R,P,,,2001-06-23,",",Inactive,81,grandjunctionjackalopes
2025,egsqj674iwv134gd,egsqj674iwv134gd,career:398baec76099ff76,Zack Given,L,L,P,,,2000-07-06,",",Inactive,82,grandjunctionjackalopes
2025,ycd6352091qmgggd,ycd6352091qmgggd,career:da1cf2a66bb9188a,Robin Fernandez,L,R,3B,,,2002-01-02,",",Inactive,83,grandjunctionjackalopes
2025,s53r79a1t4qginye,s53r79a1t4qginye,career:02e121e2c38557da,Kendal Ewell,R,R,OF,,,2001-05-11,",",Inactive,84,grandjunctionjackalopes
2025,m1o64307qs9w1wfn,m1o64307qs9w1wfn,career:1a5a1c989341b214,Zach DeVito,R,R,P,,,2001-12-10,",",Inactive,86,grandjunctionjackalopes
2025,dfecsvvbvxsb6akz,dfecsvvbvxsb6akz,career:0be157d772f4512c,Cade Flaherty,R,R,P,,,,",",Inactive,88,grandjunctionjackalopes
2025,m0c7awwp478b7a6c,m0c7awwp478b7a6c,career:82f3124b673d0c1d,Luis Hernandez,L,R,IF,,,1999-05-19,",",Inactive,89,grandjunctionjackalopes
2025,04g0u7z6134ob0ya,04g0u7z6134ob0ya,career:ec8f2d4fdee833cf,Mark Schommer,R,R,P,,,2000-07-18,",",Inactive,90,grandjunctionjackalopes
2025,w1rfd01kyx4i956l,w1rfd01kyx4i956l,career:207a0a00dfa49c6d,Johnnuelle Ponce,R,R,OF,,,1996-06-19,",",Inactive,91,grandjunctionjackalopes
2025,73j07zrn06rakz9d,73j07zrn06rakz9d,career:d1dce0cb5075577e,Matt Piotrowski,R,R,IF,,,2000-02-29,",",Inactive,92,grandjunctionjackalopes
2025,15cei9vb08gnuftt,15cei9vb08gnuftt,career:7f0c4038ee275902,EJ Doskow,R,R,1B,,,2000-04-11,",",Inactive,93,grandjunctionjackalopes
2025,j40kspixkx92pydf,j40kspixkx92pydf,career:3ade5a0c129ccd9e,Brayden Collett,R,R,P,,,2003-01-15,",",Inactive,94,grandjunctionjackalopes
2025,uz6bssbum7j2cylp,uz6bssbum7j2cylp,career:5394db265bf88f11,Luis Carlos Moreno,R,R,SS,,,2002-12-09,",",Protected,1,greatfallsvoyagers
2025,22kpuc1vjfkyf0at,22kpuc1vjfkyf0at,career:6ae9766541fd9353,Emilio Corona,R,R,OF,,,,",",Active,2,greatfallsvoyagers
2025,l6pjxv6ocod6xb9k,l6pjxv6ocod6xb9k,career:bf82eecd09bcccad,Jayden Drake,R,R,RHP,,,2000-07-26,",",Inactive,3,greatfallsvoyagers
2025,sirrfxigw96zfqfu,sirrfxigw96zfqfu,career:d9ceb47b89062dcc,Jordan Hamberg,R,R,,,,2002-06-06,,Active,4,greatfallsvoyagers
2025,wuhmr9srswkql460,wuhmr9srswkql460,career:31277eddbc12020b,Antonio Barranca,R,R,C,,,2001-07-25,",",Active,5,greatfallsvoyagers
2025,5r0uve8uoc38rzy7,5r0uve8uoc38rzy7,career:d1b53252d8a6a5e9,Cory Cook,,,RHP,,,2001-05-21,",",Inactive,6,greatfallsvoyagers
2025,vbgpmn1adsyzl2q2,vbgpmn1adsyzl2q2,career:2dab0cb7346947e8,Jeff Nicol,R,R,C,73,210,2001-04-29,"Wolcott, --",Active,7,greatfallsvoyagers
2025,epbp0hp48t39vbxg,epbp0hp48t39vbxg,career:ff0b099818f0b625,Wyatt Cameron,R,R,RHP,,,,",",Active,8,greatfallsvoyagers
2025,n289txt8u8mtht6m,n289txt8u8mtht6m,career:d795c2a01133d4bc,AJ Fritz,R,R,UTL,72,200,,"Lebanon, OH",Active,9,greatfallsvoyagers
2025,tub3a4oq19cxcl7a,tub3a4oq19cxcl7a,career:0a79ffb5d3f5d7b4,Trey Cruz,R,R,UTL,,,,",",Active,10,greatfallsvoyagers
2025,jiy1i8w8amuxipas,jiy1i8w8amuxipas,career:959a60a36c1e5d24,Nick Marshall,R,R,,75,210,,",",Active,12,greatfallsvoyagers
2025,oad41qdr6qnbf0tv,oad41qdr6qnbf0tv,career:64db3be98dd1ad02,Mitchell Grannan,,,RHP,,,2003-06-03,",",Active,13,greatfallsvoyagers
2025,6jnlqmnclzk6kxr1,6jnlqmnclzk6kxr1,career:45012dc7759560bb,Aidan Redahan,,,INF,,,2002-06-17,",",Active,14,greatfallsvoyagers
2025,8uz6vbulv44cj63t,8uz6vbulv44cj63t,career:2a9b8a904cad7219,Daniel Batcher,,,LHP,,,2000-09-15,",",Injured,15,greatfallsvoyagers
2025,luz3vc9u8by2m2jo,luz3vc9u8by2m2jo,career:866331df68fa9b4b,Danny Galvan,R,R,,70,205,,",",Active,17,greatfallsvoyagers
2025,7oiw8xsykuqw5ifs,7oiw8xsykuqw5ifs,career:d180924bf074096f,Sam Lavin,R,R,RHP,,,2002-06-07,",",Active,18,greatfallsvoyagers
2025,u6cwijs9yiy0q8p7,u6cwijs9yiy0q8p7,career:12722d82877cc3dc,Kyle Schmack,,,OF,,,2001-03-19,",",Active,19,greatfallsvoyagers
2025,jqx5ou5gnobtfpic,jqx5ou5gnobtfpic,career:9caf7d870928be27,Cam Cowan,,,RHP,,,1998-10-25,",",Active,20,greatfallsvoyagers
2025,86vj2pa3px4bdr5w,86vj2pa3px4bdr5w,career:c9ce08fb9e120c89,Tommy Specht,R,R,OF,,,,",",Active,21,greatfallsvoyagers
2025,bek0kwp78beah71a,bek0kwp78beah71a,career:3c236e88c549db15,Brock Watkins,R,R,INF,,,2000-05-19,",",Active,22,greatfallsvoyagers
2025,eld71z3a6qwm6sgq,eld71z3a6qwm6sgq,career:24214ce090cf0cac,Devon Dixon,R,R,INF,,,2002-07-21,",",Inactive,23,greatfallsvoyagers
2025,nmofdfr4lf1aemee,nmofdfr4lf1aemee,career:dd3851a36f2b2662,Robert Kelley,,,RHP,,,,",",Active,24,greatfallsvoyagers
2025,6y36t9iuovc11b67,6y36t9iuovc11b67,career:d422409d2968632d,Roman Kuntz,R,R,1B,,,2001-03-30,"New Carlisle, --",Injured,26,greatfallsvoyagers
2025,2xcs6duljz61jf4e,2xcs6duljz61jf4e,career:01e7c942d348535b,Anthony Swenda,R,R,INF,,,,",",Active,27,greatfallsvoyagers
2025,58l1fy7m0pdzv11z,58l1fy7m0pdzv11z,career:344434f00776cf02,Nolan Pender,R,R,RHP,75,220,,"Louisville, --",Active,28,greatfallsvoyagers
2025,2tad7k8uxum91t9n,2tad7k8uxum91t9n,career:6cc9a895dfddefb5,Cooper Vest,R,R,1B/OF,,,2002-02-13,",",Active,29,greatfallsvoyagers
2025,t5fat2474tk75rls,t5fat2474tk75rls,career:4c6887ee02ec6ebd,CJ Czerwinski,R,R,,,,,",",Active,30,greatfallsvoyagers
2025,cye57l2764k8k7u1,cye57l2764k8k7u1,career:b252b737e78fe88b,Frank Podkul,R,R,1B/DH,,,1995-06-03,",",Active,34,greatfallsvoyagers
2025,mdx67j5ffo55p9w0,mdx67j5ffo55p9w0,career:7dc95eacea2545fa,Josh Collett,R,R,RHP,,,2000-05-24,",",Active,36,greatfallsvoyagers
2025,uilugay222omccc2,uilugay222omccc2,career:dd374f168b8d0727,Jedier Hernandez,,,C,,,2003-04-05,",",Active,37,greatfallsvoyagers
2025,xvpruqu52mvb4pyo,xvpruqu52mvb4pyo,career:ea573e9937bb524e,Luke Helton,R,R,RHP,,,2000-07-06,",",Protected,38,greatfallsvoyagers
2025,x3wt438b1tfoke8o,x3wt438b1tfoke8o,career:883f85706df2c844,Brendan Moody,,,RHP,,,2001-08-14,",",Active,39,greatfallsvoyagers
2025,lxf920yauby569hz,lxf920yauby569hz,career:1ed815d185482c5a,Zach Voelker,R,R,RHP,,,,",",Inactive,77,greatfallsvoyagers
2025,2q29hg9gcq1ed549,2q29hg9gcq1ed549,career:fe0dce1b9fc04410,Kelvin Perez,R,R,RHP,,,2000-09-09,", --",Inactive,78,greatfallsvoyagers
2025,fgyxjb0r734dgsdl,fgyxjb0r734dgsdl,career:776d859a9d1fbee5,Freddy Rojas Jr.,L,R,RF,75,210,1999-06-12,"Eidenburg, TX",Inactive,79,greatfallsvoyagers
2025,atmowjireqdupbek,atmowjireqdupbek,career:daaa8bf224502ae4,Kody Putnam,R,R,,,,2001-05-15,",",Inactive,80,greatfallsvoyagers
2025,vhg9ka7lv4meigy2,vhg9ka7lv4meigy2,career:05deeb5acc576502,Armando Albert,R,R,SS,,,2001-02-08,",",Inactive,81,greatfallsvoyagers
2025,i0qu325gci5wc2ps,i0qu325gci5wc2ps,career:0e55598e84a3cbfb,Frederick Romano,R,R,,,,,,Inactive,82,greatfallsvoyagers
2025,mabl0y5qyy24zuj4,mabl0y5qyy24zuj4,career:063910e31f24eeb7,Nate Madej,L,L,LHP,73,210,1999-05-22,"Daphne, AL",Inactive,83,greatfallsvoyagers
2025,gnnxghs34wqcs7ug,gnnxghs34wqcs7ug,career:cfcd956868397c6f,Anthony MacKenzie,R,R,INF/OF,,,,",",Inactive,84,greatfallsvoyagers
2025,zrfbcycszknljzix,zrfbcycszknljzix,career:fbd6c9b6a8a5f58e,Freddy Forgione,R,R,INF,,,2002-05-21,",",Inactive,85,greatfallsvoyagers
2025,zegb8nzuke2p17h6,zegb8nzuke2p17h6,career:2061d62977e5e514,Sebastian Mueller,R,R,INF,,,,",",Inactive,86,greatfallsvoyagers
2025,8wpxmi5ycgjh5qxv,8wpxmi5ycgjh5qxv,career:5afb05846f238bc5,Jose Ochoa,R,R,P,,,2003-07-25,",",Inactive,87,greatfallsvoyagers
2025,322sa4go0hkmejdm,322sa4go0hkmejdm,career:2365371d2248e236,Alec Patino,R,R,UTL,,,2001-05-22,",",Inactive,88,greatfallsvoyagers
2025,696qq9k2daogo97l,696qq9k2daogo97l,career:b1bb7851870a5be0,Jason Pineda,R,R,P,,,1999-11-22,",",Inactive,89,greatfallsvoyagers
2025,kzpbl03xegcc54tz,kzpbl03xegcc54tz,career:b6f409cf79327956,Ryley Preece,R,R,OF,70,180,2001-09-12,"Staffordsville, KY",Inactive,90,greatfallsvoyagers
2025,057lhpgdumadwlpy,057lhpgdumadwlpy,career:302600f4b39284b1,Grant Sherrod,R,R,OF,,,,",",Inactive,91,greatfallsvoyagers
2025,02pssa4yjl71hmfb,02pssa4yjl71hmfb,career:d22da68107472f6c,Alek Elges,R,R,RHP,,,,",",Inactive,92,greatfallsvoyagers
2025,120jn7ip6y43j02u,120jn7ip6y43j02u,career:e4295b208bc781af,Devin Hurdle,R,R,IF,,,2000-06-18,",",Inactive,94,greatfallsvoyagers
2025,8wsfe9yhzsgvxqyl,8wsfe9yhzsgvxqyl,career:d841580cd0bdd91a,Christian Hall,R,R,UTL,,,2001-02-27,",",Inactive,95,greatfallsvoyagers
2025,htv3gl4hzolorw5j,htv3gl4hzolorw5j,career:ec665b7c147e11f7,Braden Forsyth,R,R,,76,216,,",",Inactive,96,greatfallsvoyagers
2025,blg2tdw16jxgcr2g,blg2tdw16jxgcr2g,career:d854166c82e4fc5e,Dayne Leonard,R,R,C,,,,",",Inactive,97,greatfallsvoyagers
2025,9kovb5ynk30a9mlc,9kovb5ynk30a9mlc,career:3923bddd901d7cc4,Ryan Faulks,R,R,RHP,,190,2002-06-18,",",Active,1,idahofallschukars
2025,zltsj55rk2fieejm,zltsj55rk2fieejm,career:6d2bb93833d5f68a,Anthony Mata,R,R,SS,75,185,2002-02-22,"Spring Valley, California",Active,2,idahofallschukars
2025,8jr94g6qq82no2pr,8jr94g6qq82no2pr,career:f9f154fefcf93a8f,Johnny Pappas,R,R,C,,175,2000-11-09,",",Injured,3,idahofallschukars
2025,skrk6vx965opk50p,skrk6vx965opk50p,career:ee264034d7891792,Spencer Rich,R,R,OF,74,200,2001-02-09,", --",Active,4,idahofallschukars
2025,l7ec6t6fbsil22ku,l7ec6t6fbsil22ku,career:083a8a0e1f8f8480,Garret Ostrander,R,R,INF,71,195,,"San Diego, California",Active,5,idahofallschukars
2025,ti92c6o9j30ec769,ti92c6o9j30ec769,career:3786167658028b57,Steven Ordorica,R,R,RHP,,175,1999-01-18,",",Active,6,idahofallschukars
2025,8g2nnubranmo9mco,8g2nnubranmo9mco,career:b6cc9210344ebaf8,Cale Mathison,R,R,RHP,74,190,2001-04-12,",",Inactive,7,idahofallschukars
2025,ce3ch2u2szccbb7f,ce3ch2u2szccbb7f,career:bbe5055591a358fa,Tyler Wyatt,R,R,UTL,72,195,,"Surprise, Arizona",Active,9,idahofallschukars
2025,fq1gxng02gx7t3o3,fq1gxng02gx7t3o3,career:0a25994e2b29c59d,Dante Zamudio,R,R,RHP,73,190,2002-09-11,",",Injured,10,idahofallschukars
2025,fhrj1wedzwm4vqd4,fhrj1wedzwm4vqd4,career:fc905bd54459a377,Kristofer Bow,R,R,RHP,76,225,2000-11-26,",",Injured,11,idahofallschukars
2025,robdhr37yhmb9jrd,robdhr37yhmb9jrd,career:5cd9d7cb7905e0a9,Brandon Ross,L,L,LHP,73,190,1998-09-13,"Murrieta, California",Injured,12,idahofallschukars
2025,505pfhiyad6eack3,505pfhiyad6eack3,career:5d0bb31676779add,Connor Harrison,L,L,P,72,190,,", --",Active,13,idahofallschukars
2025,0w92nkp0mlmdlo8l,0w92nkp0mlmdlo8l,career:dbc2a2491fe64bd7,Robert Hughes,R,R,P,74,235,2001-01-07,", --",Active,14,idahofallschukars
2025,xn95xbmape590vbp,xn95xbmape590vbp,career:c70d6bda101adf6f,Garrett Van Deventer,L,L,LHP,74,182,2011-08-23,"Brunswick, Georgia",Injured,15,idahofallschukars
2025,jp46vk2mkc0estwn,jp46vk2mkc0estwn,career:753783217ca3166e,Julien Hernandez,R,R,P,73,195,2002-05-12,",",Active,16,idahofallschukars
2025,t86ihi29iv6li93u,t86ihi29iv6li93u,career:83c6e7333e36f0b4,Luke Hempel,R,R,P,77,195,2000-01-02,", --",Injured,17,idahofallschukars
2025,aeueuulxupxui61e,aeueuulxupxui61e,career:b6e7e9ce3e8a5120,Eddie Pelc,L,L,OF,,205,2001-06-30,",",Active,18,idahofallschukars
2025,m2r40iweeyday1oz,m2r40iweeyday1oz,career:6b530c9e64b17b46,Gary Grosjean,R,R,RHP,72,205,,"La Pine, Oregon",Active,19,idahofallschukars
2025,pa10upxg2v08wsbf,pa10upxg2v08wsbf,career:2a8a6f8f81ae8dba,Simon Baumgardt,R,R,INF,,200,2000-10-19,",",Injured,20,idahofallschukars
2025,p9m0gyhkf9mo1cft,p9m0gyhkf9mo1cft,career:67637b6463925210,Jean Reyes,R,R,RHP,71,160,2002-08-16,",",Active,21,idahofallschukars
2025,xa1sxshuzz4wozcc,xa1sxshuzz4wozcc,career:063c5477a050e1c6,Benjamin Rosengard,L,R,INF,75,185,2000-01-18,", --",Injured,22,idahofallschukars
2025,80eolnh9j8u5u4bg,80eolnh9j8u5u4bg,career:76e6846f6ba1c003,Jake Dixon,L,L,Pitcher,76,210,2000-07-05,",",Active,23,idahofallschukars
2025,cx5bvp8a5sraoe7r,cx5bvp8a5sraoe7r,career:b2d7344c9712715d,Bennett Flynn,R,R,RHP,73,190,2001-05-29,",",Active,24,idahofallschukars
2025,84wm5lv44s4j767f,84wm5lv44s4j767f,career:0ce97d6e3453ab5a,Trevor Rogers,L,L,1B,76,235,,", --",Active,26,idahofallschukars
2025,2nvhn20620zfgs9g,2nvhn20620zfgs9g,career:7553ba300a08a8d1,Jacob Jablonski,R,R,INF/OF,74,215,,", --",Active,27,idahofallschukars
2025,n7586j82dw4n1sfa,n7586j82dw4n1sfa,career:0b1a6f64ba77e01b,Thomas McCaffrey,R,R,C,71,205,,", --",Active,28,idahofallschukars
2025,hrmogaoaf75sz8n5,hrmogaoaf75sz8n5,career:eef4cea88cf390d8,Nicolo Pinazzi,L,L,P,74,200,1999-10-25,",",Active,29,idahofallschukars
2025,yw2da7ceqg4hudp6,yw2da7ceqg4hudp6,career:8169d51abec5d3b7,Grady Morgan,L,R,OF,74,215,2000-06-27,", --",Active,31,idahofallschukars
2025,luoz587td6u7bdcc,luoz587td6u7bdcc,career:968213aaadfc5f39,Nathan Hemmerling,R,R,RHP,75,235,2000-07-27,"Realto, California",Active,33,idahofallschukars
2025,648ninww3639kj71,648ninww3639kj71,career:b94541c0b23dd012,Tyler Curtis,R,R,Pitcher,,,,,Inactive,34,idahofallschukars
2025,r7fafj2hxu9g5128,r7fafj2hxu9g5128,career:f82bd2b60fc7a438,Ricky Tibbett,L,R,P,,,2001-03-04,",",Injured,37,idahofallschukars
2025,gpu7l6gjd2arfjea,gpu7l6gjd2arfjea,career:141b3a6ca39d1f4e,Nathan Shinn,L,L,P,,,,",",Active,40,idahofallschukars
2025,6y70gn40lmvd3ryo,6y70gn40lmvd3ryo,career:af1f013c87d3809d,Gabriel Vasquez,L,R,OF,75,205,,"Dallas, Texas",Active,46,idahofallschukars
2025,gv6qmawsshshmgat,gv6qmawsshshmgat,career:e58360686d9fdde9,Shane Spencer,R,R,RHP,75,180,2001-01-06,"Las Vegas, NV",Active,47,idahofallschukars
2025,36f9102l99hxycuq,36f9102l99hxycuq,career:addb5a84a158f984,Jacob Shanks,R,R,OF,72,185,1999-06-29,", --",Injured,48,idahofallschukars
2025,5vo3bpjggmbz3iyc,5vo3bpjggmbz3iyc,career:a9f5dfc5b1456923,Jorge Romero,R,R,RHP,71,205,2001-12-15,",",Inactive,88,idahofallschukars
2025,jhfddy45lomhwwmr,jhfddy45lomhwwmr,career:1b96b293923a450c,Logan Mercado,R,R,rhp,72,215,,",",Inactive,91,idahofallschukars
2025,79dpwesv13m94soc,79dpwesv13m94soc,career:ebd8c6d1344dc191,Reed Garland,R,R,RHP,,185,2001-09-12,",",Inactive,92,idahofallschukars
2025,fsyd7i7nlnp42jk8,fsyd7i7nlnp42jk8,career:58c73069ae9a3b31,Alejandro Espinoza,R,R,RHP,,180,2003-07-23,",",Inactive,93,idahofallschukars
2025,otfxqndd673stbzz,otfxqndd673stbzz,career:7f79ad885f5cf788,Caleb Reyes,R,R,RHP,72,210,2000-10-03,"Woodland Hills, California",Inactive,94,idahofallschukars
2025,jwjdh3z6aub2ztws,jwjdh3z6aub2ztws,career:e41c1549fef0c956,Dylan Porter,R,R,P,73,175,1998-02-18,"Richmond, CA",Inactive,95,idahofallschukars
2025,6a914ogdapq2tnbj,6a914ogdapq2tnbj,career:05875b19657e1dc3,Ramon Enriquez,R,R,C,,230,,",",Inactive,97,idahofallschukars
2025,zgo1m8ob0d4movdf,zgo1m8ob0d4movdf,career:335282ba59741415,Connor Butler,L,L,LHP,72,180,2000-04-22,,Inactive,99,idahofallschukars
2025,kriqcbrfzfr25mz8,kriqcbrfzfr25mz8,career:085d6419aba197e4,Kamron Willman,R,R,IF,75,,1998-02-25,,Active,2,missoulapaddleheads
2025,zhwvtt83h5dg97d9,zhwvtt83h5dg97d9,career:eb2e9150e0e10cc4,Colby Wilkerson,R,R,IF,70,,2001-05-09,,Active,3,missoulapaddleheads
2025,3ntziz6um92c2z1f,3ntziz6um92c2z1f,career:f572d9b2c2f748bc,Zac Lampton,R,L,P,,,2000-06-25,,Active,4,missoulapaddleheads
2025,vs3b4cxfhd5lhu4x,vs3b4cxfhd5lhu4x,career:1798bcdc8853bbbb,David Domis,L,L,P,,,,",",Inactive,5,missoulapaddleheads
2025,g0emdem5lxcil2s2,g0emdem5lxcil2s2,career:7475633b819e959b,Alec Sanchez,L,R,OF,,,1998-10-26,,Active,6,missoulapaddleheads
2025,larymvbb4jx0h5i5,larymvbb4jx0h5i5,career:7aaf184d81b91103,Roberto Pena,R,R,IF,73,,1996-06-11,,Active,7,missoulapaddleheads
2025,gj6w3ztw7zlm4y7g,gj6w3ztw7zlm4y7g,career:d7cb3ef9f81f6b17,Colin Gordon,R,R,IF,72,,1998-02-02,,Active,8,missoulapaddleheads
2025,cr6w7p1nq7frrdtt,cr6w7p1nq7frrdtt,career:d1a8013282a76e9f,Ryan Wentz,R,R,P,76,,2002-03-18,,Active,9,missoulapaddleheads
2025,0og3efda00vmey7r,0og3efda00vmey7r,career:77ede62a78d7e922,Noah Owen,L,R,P,76,200,2000-10-01,",",Active,11,missoulapaddleheads
2025,uo4zsqqzhrhala5g,uo4zsqqzhrhala5g,career:5643a11d962b33d9,Jeremy Piatkiewicz,R,R,IF,68,165,2002-04-26,",",Active,12,missoulapaddleheads
2025,i2n256ipvurz082x,i2n256ipvurz082x,career:1a3820ff8e7b12f2,Nich Klemp,R,R,C,,,2000-06-10,,Injured,13,missoulapaddleheads
2025,9oiv9xmbzm3nbrir,9oiv9xmbzm3nbrir,career:07c7f7b02f64f2e3,Dawson Day,L,L,P,72,,1998-10-12,,Active,15,missoulapaddleheads
2025,ye2uv5q9ocw9kc31,ye2uv5q9ocw9kc31,career:ab013f44f1ca74eb,Andrew Armstrong,L,L,P,74,,2002-05-03,,Active,16,missoulapaddleheads
2025,7hawkykz292el0ws,7hawkykz292el0ws,career:2a6581ce998f2591,Carlos Perez,R,R,C,,,2002-01-12,,Active,18,missoulapaddleheads
2025,ldy96obdqz56e59r,ldy96obdqz56e59r,career:e08e559e7c8590f7,Leyton Barry,L,R,OF,74,200,2000-07-18,",",Active,19,missoulapaddleheads
2025,6832c1e9w9iqu3kv,6832c1e9w9iqu3kv,career:65aedb5c7decbd43,Kishon Frett,R,R,OF,75,215,2002-01-14,",",Injured,20,missoulapaddleheads
2025,dys9nwsovxppppru,dys9nwsovxppppru,career:f2c62afe8b4797b5,Mike Rosario,L,L,OF,,,2000-07-22,,Active,21,missoulapaddleheads
2025,mki0euzl0gwuef79,mki0euzl0gwuef79,career:685e3596da8da0df,Matthew Sox,R,R,P,77,,1995-07-14,,Active,23,missoulapaddleheads
2025,l598fosvptezoca1,l598fosvptezoca1,career:ed4b5a43c0219ffb,Nick Bautista,R,R,P,75,200,2002-02-22,",",Active,25,missoulapaddleheads
2025,r7r66mcy437pfsys,r7r66mcy437pfsys,career:977290f1f24d4be6,Mark Timmins,R,R,P,75,,1998-05-12,,Injured,26,missoulapaddleheads
2025,3vg4tjj6lny5kazm,3vg4tjj6lny5kazm,career:6f66af2038a6dd9e,Taylor Smith,R,R,C,73,,2000-02-25,,Active,27,missoulapaddleheads
2025,mj5hsxa7wouo6kv6,mj5hsxa7wouo6kv6,career:d57b2e734b784b61,Brendan Beard,R,R,P,78,,2001-05-09,,Active,30,missoulapaddleheads
2025,y3vuu7pdahey0f27,y3vuu7pdahey0f27,career:88fb86dbd0e64424,Reece Fields,R,R,P,74,,2001-09-20,,Active,32,missoulapaddleheads
